theta23,dm31,chi2
49.6034,0.00251667,495.256
50.1849,0.00251667,495.631
50.7685,0.00251667,496.069
51.3545,0.00251667,496.573
51.9433,0.00251667,497.146
52.535,0.00251667,497.792
53.1301,0.00251667,498.514
53.7288,0.00251667,499.315
54.3315,0.00251667,500.2
54.9384,0.00251667,501.171
55.5501,0.00251667,502.233
56.1668,0.00251667,503.388
56.7891,0.00251667,504.639
33.2109,0.00257222,508.157
33.8332,0.00257222,506.742
34.4499,0.00257222,505.426
35.0616,0.00257222,504.206
35.6685,0.00257222,503.078
36.2712,0.00257222,502.04
36.8699,0.00257222,501.087
37.465,0.00257222,500.216
38.0567,0.00257222,499.423
38.6455,0.00257222,498.705
39.2315,0.00257222,498.058
39.8151,0.00257222,497.478
40.3966,0.00257222,496.963
40.9761,0.00257222,496.508
41.5539,0.00257222,496.111
42.1304,0.00257222,495.769
42.7057,0.00257222,495.481
43.2801,0.00257222,495.243
43.8538,0.00257222,495.054
44.427,0.00257222,494.914
45,0.00257222,494.821
45.573,0.00257222,494.774
46.1462,0.00257222,494.775
46.7199,0.00257222,494.823
47.2943,0.00257222,494.919
47.8696,0.00257222,495.066
48.4461,0.00257222,495.263
49.0239,0.00257222,495.514
49.6034,0.00257222,495.822
50.1849,0.00257222,496.188
50.7685,0.00257222,496.615
51.3545,0.00257222,497.108
51.9433,0.00257222,497.668
52.535,0.00257222,498.301
53.1301,0.00257222,499.008
53.7288,0.00257222,499.795
54.3315,0.00257222,500.663
54.9384,0.00257222,501.618
55.5501,0.00257222,502.662
56.1668,0.00257222,503.797
56.7891,0.00257222,505.029
33.2109,0.00262778,508.737
33.8332,0.00262778,507.333
34.4499,0.00262778,506.027
35.0616,0.00262778,504.816
35.6685,0.00262778,503.697
36.2712,0.00262778,502.666
36.8699,0.00262778,501.721
37.465,0.00262778,500.856
38.0567,0.00262778,500.069
38.6455,0.00262778,499.356
39.2315,0.00262778,498.713
39.8151,0.00262778,498.137
40.3966,0.00262778,497.625
40.9761,0.00262778,497.172
41.5539,0.00262778,496.777
42.1304,0.00262778,496.436
42.7057,0.00262778,496.147
43.2801,0.00262778,495.908
43.8538,0.00262778,495.718
44.427,0.00262778,495.576
45,0.00262778,495.479
45.573,0.00262778,495.429
46.1462,0.00262778,495.425
46.7199,0.00262778,495.468
47.2943,0.00262778,495.559
47.8696,0.00262778,495.698
48.4461,0.00262778,495.888
49.0239,0.00262778,496.131
49.6034,0.00262778,496.429
50.1849,0.00262778,496.785
50.7685,0.00262778,497.201
51.3545,0.00262778,497.682
51.9433,0.00262778,498.23
52.535,0.00262778,498.849
53.1301,0.00262778,499.542
53.7288,0.00262778,500.313
54.3315,0.00262778,501.165
54.9384,0.00262778,502.102
55.5501,0.00262778,503.128
56.1668,0.00262778,504.244
56.7891,0.00262778,505.455
33.2109,0.00268333,509.34
33.8332,0.00268333,507.946
34.4499,0.00268333,506.65
35.0616,0.00268333,505.448
35.6685,0.00268333,504.338
36.2712,0.00268333,503.315
36.8699,0.00268333,502.377
37.465,0.00268333,501.519
38.0567,0.00268333,500.738
38.6455,0.00268333,500.03
39.2315,0.00268333,499.391
39.8151,0.00268333,498.819
40.3966,0.00268333,498.309
40.9761,0.00268333,497.858
41.5539,0.00268333,497.464
42.1304,0.00268333,497.124
42.7057,0.00268333,496.835
43.2801,0.00268333,496.596
43.8538,0.00268333,496.404
44.427,0.00268333,496.259
45,0.00268333,496.16
45.573,0.00268333,496.106
46.1462,0.00268333,496.098
46.7199,0.00268333,496.135
47.2943,0.00268333,496.219
47.8696,0.00268333,496.352
48.4461,0.00268333,496.534
49.0239,0.00268333,496.768
49.6034,0.00268333,497.057
50.1849,0.00268333,497.402
50.7685,0.00268333,497.808
51.3545,0.00268333,498.277
51.9433,0.00268333,498.812
52.535,0.00268333,499.417
53.1301,0.00268333,500.095
53.7288,0.00268333,500.85
54.3315,0.00268333,501.686
54.9384,0.00268333,502.606
55.5501,0.00268333,503.613
56.1668,0.00268333,504.71
56.7891,0.00268333,505.9
33.2109,0.00273889,509.95
33.8332,0.00273889,508.567
34.4499,0.00273889,507.28
35.0616,0.00273889,506.087
35.6685,0.00273889,504.985
36.2712,0.00273889,503.97
36.8699,0.00273889,503.039
37.465,0.00273889,502.187
38.0567,0.00273889,501.411
38.6455,0.00273889,500.708
39.2315,0.00273889,500.073
39.8151,0.00273889,499.504
40.3966,0.00273889,498.997
40.9761,0.00273889,498.548
41.5539,0.00273889,498.156
42.1304,0.00273889,497.816
42.7057,0.00273889,497.527
43.2801,0.00273889,497.287
43.8538,0.00273889,497.093
44.427,0.00273889,496.946
45,0.00273889,496.843
45.573,0.00273889,496.786
46.1462,0.00273889,496.772
46.7199,0.00273889,496.804
47.2943,0.00273889,496.882
47.8696,0.00273889,497.008
48.4461,0.00273889,497.182
49.0239,0.00273889,497.408
49.6034,0.00273889,497.687
50.1849,0.00273889,498.022
50.7685,0.00273889,498.417
51.3545,0.00273889,498.873
51.9433,0.00273889,499.396
52.535,0.00273889,499.987
53.1301,0.00273889,500.65
53.7288,0.00273889,501.39
54.3315,0.00273889,502.209
54.9384,0.00273889,503.112
55.5501,0.00273889,504.1
56.1668,0.00273889,505.178
56.7891,0.00273889,506.348
33.2109,0.00279444,510.569
33.8332,0.00279444,509.196
34.4499,0.00279444,507.919
35.0616,0.00279444,506.735
35.6685,0.00279444,505.641
36.2712,0.00279444,504.634
36.8699,0.00279444,503.709
37.465,0.00279444,502.863
38.0567,0.00279444,502.093
38.6455,0.00279444,501.394
39.2315,0.00279444,500.764
39.8151,0.00279444,500.198
40.3966,0.00279444,499.693
40.9761,0.00279444,499.247
41.5539,0.00279444,498.855
42.1304,0.00279444,498.516
42.7057,0.00279444,498.226
43.2801,0.00279444,497.985
43.8538,0.00279444,497.79
44.427,0.00279444,497.64
45,0.00279444,497.534
45.573,0.00279444,497.472
46.1462,0.00279444,497.454
46.7199,0.00279444,497.481
47.2943,0.00279444,497.552
47.8696,0.00279444,497.671
48.4461,0.00279444,497.837
49.0239,0.00279444,498.054
49.6034,0.00279444,498.323
50.1849,0.00279444,498.648
50.7685,0.00279444,499.031
51.3545,0.00279444,499.476
51.9433,0.00279444,499.985
52.535,0.00279444,500.562
53.1301,0.00279444,501.211
53.7288,0.00279444,501.935
54.3315,0.00279444,502.738
54.9384,0.00279444,503.623
55.5501,0.00279444,504.593
56.1668,0.00279444,505.651
56.7891,0.00279444,506.802
33.2109,0.00285,511.209
33.8332,0.00285,509.847
34.4499,0.00285,508.58
35.0616,0.00285,507.406
35.6685,0.00285,506.32
36.2712,0.00285,505.32
36.8699,0.00285,504.403
37.465,0.00285,503.563
38.0567,0.00285,502.799
38.6455,0.00285,502.105
39.2315,0.00285,501.479
39.8151,0.00285,500.917
40.3966,0.00285,500.415
40.9761,0.00285,499.97
41.5539,0.00285,499.58
42.1304,0.00285,499.241
42.7057,0.00285,498.952
43.2801,0.00285,498.709
43.8538,0.00285,498.512
44.427,0.00285,498.36
45,0.00285,498.251
45.573,0.00285,498.185
46.1462,0.00285,498.162
46.7199,0.00285,498.183
47.2943,0.00285,498.248
47.8696,0.00285,498.359
48.4461,0.00285,498.517
49.0239,0.00285,498.725
49.6034,0.00285,498.984
50.1849,0.00285,499.298
50.7685,0.00285,499.67
51.3545,0.00285,500.102
51.9433,0.00285,500.597
52.535,0.00285,501.16
53.1301,0.00285,501.794
53.7288,0.00285,502.502
54.3315,0.00285,503.288
54.9384,0.00285,504.155
55.5501,0.00285,505.106
56.1668,0.00285,506.145
56.7891,0.00285,507.274
33.2109,0.0029,511.814
33.8332,0.0029,510.462
34.4499,0.0029,509.205
35.0616,0.0029,508.04
35.6685,0.0029,506.962
36.2712,0.0029,505.97
36.8699,0.0029,505.06
37.465,0.0029,504.227
38.0567,0.0029,503.468
38.6455,0.0029,502.779
39.2315,0.0029,502.157
39.8151,0.0029,501.598
40.3966,0.0029,501.099
40.9761,0.0029,500.657
41.5539,0.0029,500.268
42.1304,0.0029,499.929
42.7057,0.0029,499.64
43.2801,0.0029,499.397
43.8538,0.0029,499.198
44.427,0.0029,499.043
45,0.0029,498.931
45.573,0.0029,498.862
46.1462,0.0029,498.834
46.7199,0.0029,498.849
47.2943,0.0029,498.908
47.8696,0.0029,499.012
48.4461,0.0029,499.163
49.0239,0.0029,499.362
49.6034,0.0029,499.613
50.1849,0.0029,499.917
50.7685,0.0029,500.277
51.3545,0.0029,500.697
51.9433,0.0029,501.181
52.535,0.0029,501.73
53.1301,0.0029,502.35
53.7288,0.0029,503.043
54.3315,0.0029,503.812
54.9384,0.0029,504.662
55.5501,0.0029,505.596
56.1668,0.0029,506.616
56.7891,0.0029,507.727
33.2109,0.00302222,513.417
33.8332,0.00302222,512.094
34.4499,0.00302222,510.864
35.0616,0.00302222,509.723
35.6685,0.00302222,508.67
36.2712,0.00302222,507.699
36.8699,0.00302222,506.808
37.465,0.00302222,505.993
38.0567,0.00302222,505.25
38.6455,0.00302222,504.575
39.2315,0.00302222,503.966
39.8151,0.00302222,503.417
40.3966,0.00302222,502.927
40.9761,0.00302222,502.491
41.5539,0.00302222,502.106
42.1304,0.00302222,501.771
42.7057,0.00302222,501.482
43.2801,0.00302222,501.237
43.8538,0.00302222,501.035
44.427,0.00302222,500.875
45,0.00302222,500.756
45.573,0.00302222,500.676
46.1462,0.00302222,500.637
46.7199,0.00302222,500.639
47.2943,0.00302222,500.682
47.8696,0.00302222,500.768
48.4461,0.00302222,500.899
49.0239,0.00302222,501.076
49.6034,0.00302222,501.302
50.1849,0.00302222,501.579
50.7685,0.00302222,501.911
51.3545,0.00302222,502.301
51.9433,0.00302222,502.751
52.535,0.00302222,503.266
53.1301,0.00302222,503.848
53.7288,0.00302222,504.501
54.3315,0.00302222,505.229
54.9384,0.00302222,506.036
55.5501,0.00302222,506.923
56.1668,0.00302222,507.896
56.7891,0.00302222,508.955
33.2109,0.00314444,515.252
33.8332,0.00314444,513.963
34.4499,0.00314444,512.765
35.0616,0.00314444,511.656
35.6685,0.00314444,510.631
36.2712,0.00314444,509.687
36.8699,0.00314444,508.82
37.465,0.00314444,508.027
38.0567,0.00314444,507.305
38.6455,0.00314444,506.648
39.2315,0.00314444,506.054
39.8151,0.00314444,505.519
40.3966,0.00314444,505.04
40.9761,0.00314444,504.613
41.5539,0.00314444,504.235
42.1304,0.00314444,503.904
42.7057,0.00314444,503.617
43.2801,0.00314444,503.373
43.8538,0.00314444,503.168
44.427,0.00314444,503.003
45,0.00314444,502.876
45.573,0.00314444,502.787
46.1462,0.00314444,502.736
46.7199,0.00314444,502.723
47.2943,0.00314444,502.749
47.8696,0.00314444,502.815
48.4461,0.00314444,502.924
49.0239,0.00314444,503.076
49.6034,0.00314444,503.275
50.1849,0.00314444,503.523
50.7685,0.00314444,503.823
51.3545,0.00314444,504.178
51.9433,0.00314444,504.592
52.535,0.00314444,505.067
53.1301,0.00314444,505.608
53.7288,0.00314444,506.217
54.3315,0.00314444,506.899
54.9384,0.00314444,507.657
55.5501,0.00314444,508.493
56.1668,0.00314444,509.412
56.7891,0.00314444,510.416
33.2109,0.00326667,517.25
33.8332,0.00326667,516
34.4499,0.00326667,514.84
35.0616,0.00326667,513.765
35.6685,0.00326667,512.772
36.2712,0.00326667,511.858
36.8699,0.00326667,511.019
37.465,0.00326667,510.252
38.0567,0.00326667,509.552
38.6455,0.00326667,508.916
39.2315,0.00326667,508.34
39.8151,0.00326667,507.821
40.3966,0.00326667,507.354
40.9761,0.00326667,506.938
41.5539,0.00326667,506.568
42.1304,0.00326667,506.242
42.7057,0.00326667,505.958
43.2801,0.00326667,505.713
43.8538,0.00326667,505.506
44.427,0.00326667,505.336
45,0.00326667,505.201
45.573,0.00326667,505.102
46.1462,0.00326667,505.037
46.7199,0.00326667,505.008
47.2943,0.00326667,505.016
47.8696,0.00326667,505.061
48.4461,0.00326667,505.146
49.0239,0.00326667,505.272
49.6034,0.00326667,505.441
50.1849,0.00326667,505.658
50.7685,0.00326667,505.923
51.3545,0.00326667,506.241
51.9433,0.00326667,506.614
52.535,0.00326667,507.047
53.1301,0.00326667,507.542
53.7288,0.00326667,508.104
54.3315,0.00326667,508.736
54.9384,0.00326667,509.441
55.5501,0.00326667,510.222
56.1668,0.00326667,511.084
56.7891,0.00326667,512.028
33.2109,0.00338889,519.242
33.8332,0.00338889,518.032
34.4499,0.00338889,516.909
35.0616,0.00338889,515.869
35.6685,0.00338889,514.908
36.2712,0.00338889,514.024
36.8699,0.00338889,513.213
37.465,0.00338889,512.471
38.0567,0.00338889,511.794
38.6455,0.00338889,511.178
39.2315,0.00338889,510.62
39.8151,0.00338889,510.116
40.3966,0.00338889,509.662
40.9761,0.00338889,509.256
41.5539,0.00338889,508.893
42.1304,0.00338889,508.573
42.7057,0.00338889,508.291
43.2801,0.00338889,508.046
43.8538,0.00338889,507.836
44.427,0.00338889,507.661
45,0.00338889,507.518
45.573,0.00338889,507.407
46.1462,0.00338889,507.329
46.7199,0.00338889,507.284
47.2943,0.00338889,507.273
47.8696,0.00338889,507.297
48.4461,0.00338889,507.357
49.0239,0.00338889,507.456
49.6034,0.00338889,507.596
50.1849,0.00338889,507.78
50.7685,0.00338889,508.01
51.3545,0.00338889,508.29
51.9433,0.00338889,508.623
52.535,0.00338889,509.013
53.1301,0.00338889,509.463
53.7288,0.00338889,509.977
54.3315,0.00338889,510.558
54.9384,0.00338889,511.209
55.5501,0.00338889,511.936
56.1668,0.00338889,512.739
56.7891,0.00338889,513.623
33.2109,0.00351111,521.218
33.8332,0.00351111,520.047
34.4499,0.00351111,518.96
35.0616,0.00351111,517.954
35.6685,0.00351111,517.025
36.2712,0.00351111,516.171
36.8699,0.00351111,515.387
37.465,0.00351111,514.669
38.0567,0.00351111,514.015
38.6455,0.00351111,513.419
39.2315,0.00351111,512.878
39.8151,0.00351111,512.389
40.3966,0.00351111,511.948
40.9761,0.00351111,511.551
41.5539,0.00351111,511.197
42.1304,0.00351111,510.881
42.7057,0.00351111,510.602
43.2801,0.00351111,510.357
43.8538,0.00351111,510.144
44.427,0.00351111,509.963
45,0.00351111,509.813
45.573,0.00351111,509.692
46.1462,0.00351111,509.601
46.7199,0.00351111,509.54
47.2943,0.00351111,509.51
47.8696,0.00351111,509.513
48.4461,0.00351111,509.55
49.0239,0.00351111,509.623
49.6034,0.00351111,509.734
50.1849,0.00351111,509.886
50.7685,0.00351111,510.082
51.3545,0.00351111,510.326
51.9433,0.00351111,510.62
52.535,0.00351111,510.968
53.1301,0.00351111,511.373
53.7288,0.00351111,511.84
54.3315,0.00351111,512.372
54.9384,0.00351111,512.972
55.5501,0.00351111,513.644
56.1668,0.00351111,514.392
56.7891,0.00351111,515.218
33.2109,0.00363333,523.171
33.8332,0.00363333,522.038
34.4499,0.00363333,520.987
35.0616,0.00363333,520.014
35.6685,0.00363333,519.117
36.2712,0.00363333,518.291
36.8699,0.00363333,517.533
37.465,0.00363333,516.84
38.0567,0.00363333,516.206
38.6455,0.00363333,515.63
39.2315,0.00363333,515.106
39.8151,0.00363333,514.631
40.3966,0.00363333,514.202
40.9761,0.00363333,513.815
41.5539,0.00363333,513.468
42.1304,0.00363333,513.157
42.7057,0.00363333,512.88
43.2801,0.00363333,512.635
43.8538,0.00363333,512.42
44.427,0.00363333,512.234
45,0.00363333,512.075
45.573,0.00363333,511.944
46.1462,0.00363333,511.841
46.7199,0.00363333,511.765
47.2943,0.00363333,511.718
47.8696,0.00363333,511.7
48.4461,0.00363333,511.714
49.0239,0.00363333,511.762
49.6034,0.00363333,511.845
50.1849,0.00363333,511.967
50.7685,0.00363333,512.13
51.3545,0.00363333,512.338
51.9433,0.00363333,512.594
52.535,0.00363333,512.902
53.1301,0.00363333,513.264
53.7288,0.00363333,513.686
54.3315,0.00363333,514.17
54.9384,0.00363333,514.72
55.5501,0.00363333,515.34
56.1668,0.00363333,516.033
56.7891,0.00363333,516.802
33.2109,0.00375556,525.112
33.8332,0.00375556,524.017
34.4499,0.00375556,523.001
35.0616,0.00375556,522.062
35.6685,0.00375556,521.196
36.2712,0.00375556,520.399
36.8699,0.00375556,519.667
37.465,0.00375556,518.997
38.0567,0.00375556,518.386
38.6455,0.00375556,517.828
39.2315,0.00375556,517.321
39.8151,0.00375556,516.861
40.3966,0.00375556,516.443
40.9761,0.00375556,516.066
41.5539,0.00375556,515.726
42.1304,0.00375556,515.42
42.7057,0.00375556,515.145
43.2801,0.00375556,514.9
43.8538,0.00375556,514.682
44.427,0.00375556,514.491
45,0.00375556,514.325
45.573,0.00375556,514.185
46.1462,0.00375556,514.069
46.7199,0.00375556,513.978
47.2943,0.00375556,513.914
47.8696,0.00375556,513.877
48.4461,0.00375556,513.868
49.0239,0.00375556,513.891
49.6034,0.00375556,513.947
50.1849,0.00375556,514.039
50.7685,0.00375556,514.17
51.3545,0.00375556,514.343
51.9433,0.00375556,514.562
52.535,0.00375556,514.83
53.1301,0.00375556,515.15
53.7288,0.00375556,515.528
54.3315,0.00375556,515.965
54.9384,0.00375556,516.466
55.5501,0.00375556,517.034
56.1668,0.00375556,517.673
56.7891,0.00375556,518.386
33.2109,0.00387778,527.055
33.8332,0.00387778,526
34.4499,0.00387778,525.022
35.0616,0.00387778,524.117
35.6685,0.00387778,523.283
36.2712,0.00387778,522.516
36.8699,0.00387778,521.811
37.465,0.00387778,521.167
38.0567,0.00387778,520.577
38.6455,0.00387778,520.04
39.2315,0.00387778,519.55
39.8151,0.00387778,519.105
40.3966,0.00387778,518.7
40.9761,0.00387778,518.333
41.5539,0.00387778,518
42.1304,0.00387778,517.699
42.7057,0.00387778,517.427
43.2801,0.00387778,517.182
43.8538,0.00387778,516.963
44.427,0.00387778,516.767
45,0.00387778,516.594
45.573,0.00387778,516.444
46.1462,0.00387778,516.316
46.7199,0.00387778,516.211
47.2943,0.00387778,516.129
47.8696,0.00387778,516.072
48.4461,0.00387778,516.042
49.0239,0.00387778,516.04
49.6034,0.00387778,516.068
50.1849,0.00387778,516.13
50.7685,0.00387778,516.229
51.3545,0.00387778,516.367
51.9433,0.00387778,516.548
52.535,0.00387778,516.776
53.1301,0.00387778,517.054
53.7288,0.00387778,517.386
54.3315,0.00387778,517.775
54.9384,0.00387778,518.226
55.5501,0.00387778,518.742
56.1668,0.00387778,519.327
56.7891,0.00387778,519.983
33.2109,0.004,529.007
33.8332,0.004,527.994
34.4499,0.004,527.055
35.0616,0.004,526.187
35.6685,0.004,525.387
36.2712,0.004,524.651
36.8699,0.004,523.976
37.465,0.004,523.357
38.0567,0.004,522.792
38.6455,0.004,522.276
39.2315,0.004,521.805
39.8151,0.004,521.376
40.3966,0.004,520.985
40.9761,0.004,520.629
41.5539,0.004,520.304
42.1304,0.004,520.009
42.7057,0.004,519.741
43.2801,0.004,519.497
43.8538,0.004,519.276
44.427,0.004,519.076
45,0.004,518.897
45.573,0.004,518.737
46.1462,0.004,518.598
46.7199,0.004,518.478
47.2943,0.004,518.38
47.8696,0.004,518.303
48.4461,0.004,518.251
49.0239,0.004,518.224
49.6034,0.004,518.225
50.1849,0.004,518.258
50.7685,0.004,518.323
51.3545,0.004,518.426
51.9433,0.004,518.569
52.535,0.004,518.756
53.1301,0.004,518.991
53.7288,0.004,519.277
54.3315,0.004,519.617
54.9384,0.004,520.017
55.5501,0.004,520.479
56.1668,0.004,521.008
56.7891,0.004,521.606
